Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Staff Nurse,Ishan Children and Women's Hospital,"Tokha-5, Basundhara, Kathmandu",[ 4 ],Entry Level,Not Disclosed,Less than 1 year,https://merojob.com/staff-nurse-264/,"Maintaining accurate, complete health care records and reportsAdministering medications to patients and monitoring them for side effects and reactionsPrescribing assistive medical devices and related treatmentsRecording patient vital signs and medical informationOrdering medical diagnostic and clinical testsMonitoring, reporting, and recording symptoms or changes in patient conditionsAssessing, implementing, planning, or evaluating patient nursing care plans by working with healthcare team members"
General Physician (MDGP),Ishan Children and Women's Hospital,"Tokha-5, Basundhara, Kathmandu",[ 2 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/general-physician-mdgp/,"Conducting thorough medical assessments, including taking detailed patient histories and performing physical exams.Diagnosing and treating common medical conditions, including respiratory infections, cardiovascular issues, diabetes, and musculoskeletal problems.Ordering and interpreting diagnostic tests, such as blood work, x-rays, and ECGs.Prescribing medications and treatment plans based on patient diagnoses.Providing preventive care and health education to patients, including lifestyle modification and disease prevention strategies.Managing chronic conditions and coordinating care for patients with multiple health issues.Providing emergency medical care as needed.Maintaining accurate, up-to-date medical records for all patients.Collaborating with other medical specialists for the comprehensive care of patients.Participating in continuing education programs and departmental meetings to stay informed on the latest developments in general medicine.Adhering to hospital policies, procedures, and safety protocols."
PR Officer/HCM,Ishan Children and Women's Hospital,"Tokha-5, Basundhara, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/pr-officerhcm/,"Marketing & PR: Assist in the development and implementation of marketing strategies to promote the hospital’s services.Public Relations: Build and maintain positive relationships with media, customers, and various organizations. Handle any PR-related issues that arise.MOU & Partnerships: Support the drafting and negotiation of MOUs with organizations to expand the hospital's network and health services.Hospital Monitoring: Conduct daily rounds of the hospital to monitor its current status and address any operational issues.Media Coordination: Establish and maintain strong relationships with media houses for promoting hospital activities. Coordinate interviews with consultants and staff for media coverage.Feedback Collection: Regularly collect and analyze patient feedback, prepare monthly reports, and present findings to the Hospital Director.Social Media & Website Management: Regularly update the hospital’s social media profiles and website with the support of the IT team.Stakeholder Engagement: Visit schools, NGOs, embassies, insurance companies, and other organizations to promote partnerships and collaborations.Administrative Support: Assist in preparing reports, drafting communications, and carrying out administrative tasks as needed."
IT Associate,Team Quest,"QFX Head Office, Team Quest, LABIM - Pulchowk, Lalitpur",[ 1 ],Entry Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/it-associate-11/,"Inquisitive about hardware, network and system administrationFits in a modern and inclusive work culture"
Medical Representative,Revive Pharma,Kathmandu,[ 1 ],Mid Level,"NRs. 35,000 - 50,000 Monthly",More than or equal to 1 year,https://merojob.com/medical-representative-161/,"Promote and sell pharmaceutical products to healthcare providers, including doctors, pharmacists, and medical staff.Build and maintain strong relationships with healthcare professionals to generate product awareness.Conduct regular visits to medical facilities and pharmacies within the assigned area.Educate clients on product benefits, usage, and features to drive engagement.Prepare and submit sales reports, forecasts, and market analysis.Attend product training sessions and keep up-to-date with industry trends and new products.Achieve monthly and quarterly sales targets set by the company."
Accountant,Revive Pharma,Kathmandu,[ 1 ],Entry Level,"NRs. 20,000 - 30,000 Monthly",More than 1 year,https://merojob.com/accountant-3737/,"Record and manage day-to-day financial transactions with accuracy.Process payments to vendors and suppliers while maintaining detailed records.Prepare monthly, quarterly, and annual financial reports.Collaborate with the sales team to manage accounts for healthcare professionals, pharmacies, and medical facilities.Monitor financial aspects of product promotion and sales, including invoices, payments, and credit management.Ensure timely filing of VAT, TDS, and other statutory obligations.Stay updated on changes in tax regulations and implement them as required.Reconcile bank statements regularly and maintain proper cash flow.Forecast financial needs to support sales activities.Manage inventory accounting, ensuring accurate stock valuation.Assist in monitoring costs and evaluating pricing strategies for healthcare products.Prepare for internal and external audits by providing necessary documentation.Maintain secure and accurate financial records.Adhere to company policies and ensure compliance with local financial regulations."
Pricing Analyst,Mobility Freight,"Kathmandu, Nepal",[ 1 ],Entry Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/customer-service-executive-51/,"Negotiate freight rates with various service providers, vendors, shipping lines and transporters.Analyze competitor rates and market trend to increase sales and profitability.Closely liaise with Sales & Marketing department to develop effective pricing strategies.Compare sales trend to identify the cause of decrease or increase of sales volume.Promote sales effectively by forecasting revenue and market share based on market trends, sales volumes and profit margin."
Recruitment Consultant,Rajlaxmi Tax Consultancy,"Manoram Marg, Way to B.P Eye Hospital, Lokanthali",[ 1 ],Mid Level,"NRs. 25,000 - 30,000 Monthly",More than or equal to 1 year,https://merojob.com/recruitment-consultant-9/,"Cold calling Care homes / Nursing homes in the UK.Marketing our agency to attract Care homes / Nursing homes in the UK as clients.Result-oriented and geared toward drawing in Care homes / Nursing homes in the UK. Collaborate with the Operational Manager and the Recruitment and Marketing Manager to understand staffing needs and develop recruitment strategies.Source and identify qualified healthcare candidates in the UK through various channels, including job boards, social media, and professional networks.Conduct thorough interviews to assess healthcare candidates' skills, experience, and cultural fit.Manage the end-to-end recruitment process, from initial sourcing to offer negotiation and onboarding.Build and maintain strong relationships with candidates, ensuring a positive candidate experience.Stay informed about healthcare industry trends, market conditions, and best practices in recruitment in the UK.Provide regular updates and reports on recruitment activities to management."
Lower Secondary Science Teacher,Mahakavi Devkota Memorial Secondary School,"Kageshwori Manohara-6, Mulpani, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/lower-secondary-science-teacher-42/,"Implement progressive teaching methods aligned with a holistic development approach, considering the unique learning needs and styles of each student in science.Take ownership of planning, delivering, and assessing the science curriculum for lower secondary students, ensuring lessons are engaging, comprehensive, and appropriately challenging.Foster scientific curiosity and inquiry by encouraging students to engage in hands-on experiments, problem-solving, and real-world applications of scientific concepts.Establish and maintain a positive, disciplined, and engaging learning environment that promotes active participation in science.Regularly assess and monitor student progress in science, providing timely feedback and personalized support to meet individual learning needs.Integrate technology and diverse teaching resources to enhance science lessons and make abstract scientific concepts more accessible.Collaborate with colleagues and department heads to review and refine the science curriculum, ensuring alignment with academic standards and fostering a well-rounded understanding of scientific principles."
Lower Secondary Math Teacher,Mahakavi Devkota Memorial Secondary School,"Kageshwori Manohara-6, Mulpani, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/lower-secondary-math-teacher-15/,"Implement progressive teaching methods aligned with a holistic development approach, focusing on the unique learning needs and styles of each student in mathematics.Establish and maintain a positive, engaging, and disciplined classroom environment to promote focused learning in mathematics.Take ownership of planning, delivering, and assessing the mathematics curriculum for lower secondary students, ensuring content is engaging, comprehensive, and appropriately challenging.Foster critical thinking and problem-solving skills by encouraging students to actively engage with mathematical concepts and real-world applications.Regularly assess and monitor student progress in mathematics, providing timely feedback and tailored support to meet individual learning needs.Use diverse teaching resources and technologies to enhance math lessons and make abstract concepts more accessible.Collaborate with colleagues and department heads to review curriculum and ensure alignment with academic standards.Contribute to school-wide events or initiatives that may enhance the learning experience for students, such as math competitions or project-based learning activities."
Lower Secondary English Teacher,Mahakavi Devkota Memorial Secondary School,"Kageshwori Manohara-6, Mulpani, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/lower-secondary-english-teacher-59/,"Implement progressive teaching methods aligned with holistic development approach, recognizing and accommodating the unique learning styles of each student.Maintain a positive and conducive learning environment by enforcing school rules and disciplinary systems consistently.Actively engage in continuous professional development opportunities to enhance teaching skills and  contributing to personal and career growth within the dynamic educational landscape.Take ownership of the academic progress of a class of lower secondary-age pupils, ensuring effective planning, delivery, and assessment of the curriculum to meet the individual needs of students, fostering an environment that encourages curiosity and critical thinking.Embrace a comprehensive approach to education by promoting not only academic excellence but also actively participating in and facilitating students' involvement in Extracurricular Activities (ECAs), Co-Curricular Activities (CCAs), and life skills development, contributing to the holistic growth of each child.Assess and improve student progress in learning and behavior.Coordinate with department heads and assist in any school-wide events."
Senior Admin Officer,Ace Enterprises,"Kathmandu, Nepal",[ 1 ],Senior Level,Not Disclosed,More than 2 years,https://merojob.com/sradmin-officer/,Prepare a quotation to our customer based on their inquiries.Prepare letters for the bid submission / proposal as per requirement /tender document of customer.Prepare Purchase order to our principal company as per the requisite of our customer and place the order.
Software Engineer (Microsoft .N…,Javra Software,"Nakhhu, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/software-engineer-microsoft-net-2/,"Develop scalable, secure, and efficient web
applications using .NET framework, .NET Core, and C#Design and implement robust database solutions
using Microsoft SQL Server for data storage, retrieval, and optimizationDevelop and integrate RESTful APIs and other web
services to ensure seamless system functionalityLeverage Microsoft Azure services for
cloud-based application development, deployment, and managementSoftware testing"
Marketing Trainee,Akasha Life,"Suntakhan-3, Gokarneshwor",[ 1 ],Entry Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/marketing-trainee-12/,"Develop and implement a branding and marketing strategy for health-conscious food itemsDevelop and manage online marketing materialsDevelop social media content tailored to the target audience and manage accounts regularlyEnhance and innovate bakery products and activities to expand outreachIdentify, contact, and maintain relationships with new and potential customersResearch and participate in relevant exhibitions, food fairs, and farmers’ marketsSupport in the execution of seasonal and festive promotions of the bakery"
Accountant,Sadbhavana Housing Developers (Pvt) Ltd.,Pokhara,[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/accountant-3738/,"Manage daily accounting operations, including AP, AR, payroll, and general ledgerPrepare monthly, quarterly, and annual financial statements and reportsReconcile bank statements and ensure accurate financial recordsMonitor and manage apartment cash flowCoordinate and support external auditsEnsure compliance with VAT, TDS, and Nepal Government Income Tax regulationsFile E-TDS accurately and timelyMaintain accurate and organized documentationAssist in budgeting and financial planning"
Executive - Sales,LOGICRA Innovations,"Seti-Opi Marga, Koteshwor, Kathmandu-32",[ 5 ],Mid Level,"NRs. 20,000 Monthly",More than 1 year,https://merojob.com/executive-sales-19/,"Selected candidates should carry out, follow up the task provided by their managers, and therefore require good adaptability, quick learning skills and should have attention to detailPrioritize needs in a fast-paced environment and meet tight deadlines.Monitor the level of Customer Satisfaction on a regular basis.Actively look for new sales opportunities through networking, negotiation skills and cold calling.Prepare reports, templates and maintain CRM.Maintain, assist and endure the efficient Sales Activity plans and conduction."
Marketing Officer,Deepjyoti Meat Product,Kathmandu,[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/marketing-officer-1521/,"Develop and execute marketing strategies to promote frozen meat and seafood products.Identify and engage with potential customers, retailers, and distributors.Plan and manage digital and offline marketing campaigns.Conduct market research to analyze trends and competitor activities.Collaborate with sales teams to boost brand visibility and sales.Actively promote and sell frozen seafood products to expand market reach.Maintain relationships with clients and respond to inquiries."
Content Writer,Horizon Creative Nexus,"Maharajgunj, Kathmandu",[ 5 ],Entry Level,"NRs. 18,500 - 20,000 Monthly",More than or equal to 1 year,https://merojob.com/content-writer-609/,"Write clear, concise, and engaging content for
different fields as per requirement.Edit and proofread content to ensure high quality and consistencyConduct research to ensure content accuracy and
relevance.Content  Writing
     will be the primary job of the selected candidates, along with Data
     interpretation/ Research/ Analysis / Presentation and Report writingSelected candidates will be Mentoring / Tutoring /
     Researching / Writing Research Papers"
Sales Executive,Beauty Scents,Kathmandu,[ 3 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/sales-executive-1176/,"Maintain relationships with existing customers and actively seek out new customers to drive sales growth.Promote wide range of beauty products (Perfumes & Cosmetics) to achieve sales target and profitability goalsEnsure comprehensive and up to date knowledge of our products including their features and benefits to successfully demonstrate them with potential customers.Conduct market research and analysis to stay up to date with industry trends and competitive landscape.Work closely with the sales, marketing and other cross functional teams to achieve overall company objectives and to ensure customer satisfaction.Manage the entire sales process, from prospecting to closing deals.Ensure constant communication with higher management regarding everyday sales process, competitors activities and other various opportunities and challenges."
Admin Executive,SK Ventures,"Kathmandu, Nepal",[ 1 ],Mid Level,"NRs. 20,000 - 22,000 Monthly",More than or equal to 1 year,https://merojob.com/admin-executive-31/,"Manage office supplies stock, negotiate with vendors, and place ordersMaintain and update company databasesOrganize a filing system for important and confidential company documentsDistribute and store correspondence (e.g. letters, emails, and packages)Providing general adminisitrative and HR supportOther tasks as assigned by superior or coordinators"
IT Officer,SK Ventures,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/it-officer-540/,"Network & System Administration: Maintain, monitor, and troubleshoot the organization’s computer systems, networks, and servers to ensure smooth and effective operations.Technical Support: Provide day-to-day support to end-users for software, hardware, and networking issues. Ensure problems are addressed in a timely and efficient manner.Software & Hardware Installation: Install, configure, and update software applications and hardware equipment as required. Ensure all devices are properly connected to the network and functioning as expected.Security & Data Protection: Implement and maintain security protocols for network, systems, and data protection. Assist in protecting sensitive data and preventing breaches.Backup & Recovery: Manage system backups, ensuring the reliability of disaster recovery processes and data recovery when necessary.IT Support & Training: Offer training and guidance to staff on new technologies and best practices. Provide technical support for staff during system rollouts.IT Documentation: Maintain detailed records of system configurations, updates, and technical procedures for future reference.System Upgrades & Maintenance: Regularly update software and hardware systems to ensure optimal performance, including upgrades, patches, and necessary maintenance.Collaboration: Work with other departments to understand IT needs and provide technical solutions that meet organizational objectives.Research & Development: Stay updated on the latest IT trends and technologies to help improve company systems and operations."
Business/System Analyst - ERP,SK Ventures,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/businesssystem-analyst-erp/,"Requirement Gathering: Work closely with business stakeholders (such as department heads, end-users, and project managers) to gather and document detailed business requirements for ERP systems.System Design & Configuration: Assist in the design and configuration of ERP systems, ensuring they meet the business requirements and support business processes.Process Mapping: Analyze and map existing business processes to identify areas for improvement and define new processes to be implemented in the ERP system.Testing & Quality Assurance: Develop test plans and conduct system testing to ensure the ERP system works as intended. Identify and resolve any issues or discrepancies.Change Management: Lead change management activities by providing end-user training, preparing user manuals, and offering support during ERP rollouts.System Integration: Collaborate with technical teams to ensure smooth integration of the ERP system with other business applications.Data Migration: Ensure data is correctly migrated from legacy systems to the new ERP system, including data cleansing, mapping, and validation.Documentation & Reporting: Maintain detailed documentation of business processes, system configurations, and changes made to the ERP system. Prepare reports for management regarding project status, timelines, and issues.Continuous Improvement: Analyze ERP system performance post-implementation and work with teams to identify areas for optimization, upgrades, or additional customizations.Vendor & Stakeholder Management: Work with ERP vendors and third-party consultants to ensure timely delivery of solutions and services. Communicate project milestones, timelines, and feedback to relevant stakeholders.Support & Troubleshooting: Provide post-implementation support for ERP system issues, offering troubleshooting and solutions to enhance system performance and user experience."
Junior QA,Zegal,Lalitpur,[ 1 ],Mid Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/junior-qa-2/,"Create and maintain manual test cases, use cases, and requirement specifications of the project.Perform hands-on manual testing while scripting automated tests to ensure application and data quality.Create and maintain an automated test script.[Java, Cucumber, RestAssured, Serenity]Continuously develop and socialize best practices to design and develop robust and easily maintainable QA Automation Suites.Serve as a liaison to business analyst and product owner, providing feedback on application readiness for migrations."
IELTS Trainer,SIEC Education,"Star Mall, Ward No.30, Putalisadak, Kathmandu",[ 1 ],Entry Level,"NRs. 25,000 - 50,000 Monthly",More than 1 year,https://merojob.com/ielts-trainer-6/,"Teaching IELTS, including spoken English to the students.Making teaching plans for the IELTS Program.Managing the class, preparing the lessons to be delivered to the students.Preparing and setting tests, examination papers, and exercises.Marking and providing appropriate feedback to the students.Attend walk-ins and telephonic queries for IELTS.Basic administration, such as keeping student registers and attendance records."
Business Development Manager,Blissful Baskets,"Kupondole, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 3 years,https://merojob.com/business-development-manager-486/,"Develop and execute a strategy for launching and growing the corporate gifting vertical.Identify and acquire corporate clients, especially HRs, procurement heads, and key decision-makers.Create tailored sales pitches, negotiate contracts, and close bulk gifting deals.Meet and exceed monthly and quarterly sales targets.Build and manage a strong pipeline through outreach via calls, emails, LinkedIn, and events."
Dairy Technologist,Gaurishankar Dairy,"Dolakha, Charikot",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/dairy-technologist-2/,Assist in the development of new dairy products and improve existing ones.Collaborate with R&D teams to experiment with new ingredients and formulations.Conduct trials and tests to ensure product consistency and quality.
Accountant,Sherpa Pashmina Art,"Tokha, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/accountant-3735/,"Able to handle the financial transaction entry. Handle the receivables and payment.Able to provide reconciliation statement.Manage and maintain the company's financial records and reports.Prepare and analyze financial statements on a monthly, quarterly, and annual basis.Reconcile bank statements and perform general ledger entries.Manage accounts payable and accounts receivable.Ensure compliance with accounting principles and regulations.Prepare tax returns and assist with audits."
Senior Web Developer,Alaya,"Bagdol, Lalitpur",[ 1 ],Senior Level,Not Disclosed,More than or equal to 5 years,https://merojob.com/senior-web-developer-54/,"Optimize site speed and responsiveness across devices using best practices like caching, minification, and image compression. Monitor and improve Core Web Vitals to ensure a smooth, Google-recommended user experience.Build and implement new features such as mortgage calculators and application flows. Ensure seamless integration with the site to boost lead generation and user engagement.Work with designers to improve interface, usability, and accessibility across devices. Use analytics and feedback to deliver intuitive, responsive design enhancements.Implement SEO best practices including schema, meta tags, and optimized page structures. Manage SEO tools and support content teams to improve organic traffic and rankings.Keep WordPress core, themes, and plugins updated in staging before going live. Maintain site security with plugins, firewalls, backups, and swift issue resolution.Use tools like GA, GTM, Hotjar, and VWO to track user behavior and optimize conversions. Run A/B tests and make data-driven improvements to reduce bounce rates.Collaborate with cross-functional teams to translate business needs into tech solutions. Provide technical leadership and mentor junior developers where needed."
Credit Analyst,Alaya,"Bagdole, Lalitpur, Nepal",[ 10 ],Mid Level,"NRs. 50,000 Monthly",More than or equal to 2 years,https://merojob.com/credit-analyst-39/,Collaborating with Australian lenders to analyze and solve financial scenariosAssessing completed files with a keen eye for detail and accuracyPreparing preliminary assessments and necessary application forms for clientsEnsuring documentation completeness and compliance with lender checklistsEffectively communicating and addressing compliance issues with brokersCoordinating tasks with various departments to ensure smooth processesEngaging with clients to gather required information and documentsMentoring new team members to ensure a seamless transition into their rolesAssisting brokers in managing client portfolios and post-settlement servicesContributing to lead generation through effective communication and outreach
Delivery Boy,Liquor World,"Uttardhoka, Lazimpat",[ 1 ],Entry Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/delivery-boy-89/,"Plan and follow the most efficient route to ensure timely deliveriesAssist in loading and unloading of merchandise onto the delivery vehicleEnsure that all orders are accurate and delivered safely to the designated locationCollect payments from customers upon delivery, issue receipts and manage cash transactionsCommunicate any delivery issues or delays to the designated supervisor immediatelyMaintain the cleanliness and maintenance of the delivery vehicle at all timesAdhere to all traffic rules and regulations while on the roadProvide excellent customer service and address any customer concerns or inquiries"
Teacher,Little Angels’ School Day Boarding,"Hattiban, Lalitpur",[ 2 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/teacher-512/,"Plan, design and develop session plansAdvise students on academic and vocational curricula, and on career issuesCollaborate with colleagues to address teaching and research issuesEvaluate and grade students' class work, laboratory work, assignments, and papersMaintain student attendance records, grades, and other required recordsKeep abreast of developments in their field by reading current literature, talking with colleagues, and participating in professional conferencesInitiate, facilitate, and moderate classroom discussionsShould possess a learning attitude."
Grade Teacher,Tergar School Kathmandu,"Sitapaila -5, Nagarjun Municipality",[ 3 ],Mid Level,"NRs. 25,000 - 35,000 Monthly",More than 1 year,https://merojob.com/grade-teacher-219/,"Plan and deliver engaging lessons across all subject areas for classes 1-5.Create a positive and inclusive learning environment that fosters student growth and development.Implement effective classroom management strategies to maintain a conducive learning atmosphere.Assess and monitor student progress, providing feedback and support as needed.Collaborate with colleagues, parents, and school administration to ensure student success."
Instructional Designer,Sharelook PTE,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/instructional-designer/,"Design and develop engaging instructional materials, e-learning courses, and training programs.Collaborate with subject matter experts to create curriculum and course content.Utilize instructional design models and learning theories to enhance educational effectiveness.Develop interactive multimedia elements such as videos, quizzes, and simulations.Evaluate and improve training materials based on feedback and learning outcomes.Stay updated with the latest trends in instructional design and learning technologies."
Primary Level Grade Teacher,Euro School Koteshwor,"Suryakot, Koteshwor, Kathmandu",[ 4 ],Mid Level,"NRs. 25,000 - 35,000 Monthly",More than or equal to 2 years,https://merojob.com/primary-level-grade-teacher-35/,"Conducting lessons and delivering engaging and interactive classroom sessions to students in the primary level.Helping pupils to cope with and overcome problems that arise because of learning difficulties.Developing and fostering the appropriate skills and social abilities to enable the optimum development of pupils.Encouraging students to develop self-confidence and independence, and to reach their potential.Adapting the National Curriculum and conventional teaching methods to meet individual needs.Planning and delivering lessons, and setting and marking assignments."
Staff Nurse,Sunaulo Parivar Nepal (SPN),"Biratnagar

                                    ,
                                
                                    Itahari",Not found,Not found,Not found,Not found,https://merojob.com/staff-nurse-266/,Not found
High School Computer Teacher,RAI School,"Naxal, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/high-school-computer-teacher-4/,"Including thematic/integrated approaches to organizing teaching-learning activities while fostering creativity while learning.Using art, research, extra reading and a variety of activities into lesson delivery as much as possible.Following up on a variety of learning activities with adequate planning that includes assessment strategies.Encouraging the curiosity and participation of students in all teaching-learning activities.Demonstrating a strong command over the subject matter and its relevance to real life situations. Recording students’ behaviors/skills/strengths/ weaknesses through thorough documentation. Initiating interaction with students – developing a positive relationship with students without appearing biased to anyone while providing accurate, timely, and specific feedback to all.Conducting continuous assessments and preparing standard report cards/observation reports to share with parents.Actively communicating with parents on the progress of their child along with any challenges/achievements they may have experienced.Ensure the proper functioning and maintenance of computer labs and software.Implement safety measures and ethical guidelines for responsible technology usage.Teach students fundamental and advanced computer skills, including Python, HTML, and other programming languages (as per the curriculum).Mentor students in IT-related extracurricular programs."
EYP-1 (ECED / Montessori Traine…,Himalayan WhiteHouse IB World School,"Subidhanagar, Tinkune-32, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/eyp-1-eced-montessori-trained/,"Plan and execute developmentally-appropriate lessons and activities for children aged 3-4 years oldCreate a positive and stimulating learning environment that fosters creativity, curiosity, and critical thinkingIncorporate Montessori principles in lesson planning and classroom managementObserve and assess students' academic and social progress, and provide daily feedback to parentsCollaborate with other EYP teachers and staff to design and implement interdisciplinary projects and experiencesCommunicate effectively with parents, keeping them updated on their child's progress and developmentAttend professional development sessions and stay updated with the latest trends and best practices in early childhood education"
Librarian,Himalayan WhiteHouse IB World School,"Subidhanagar, Tinkune-32, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/librarian-221/,"Manage library operations, including budget, circulation, collection development, and maintenance.Develop and maintain a relevant and diverse collection of print and digital resources.Organize and maintain library materials and resources in a user-friendly and accessible manner.Train and assist students and faculty in effective search and retrieval of information.Collaborate with teachers to integrate information literacy skills into the curriculum and support classroom activities.Promote a love for reading and learning by organizing book clubs, author visits, and other literacy events.Develop and implement innovative programs and services to enhance the library experience for students.Stay updated with advancements in technology and implement new tools and resources to support student learning."
Senior Software Architect / Sen…,Traveality Nepal,"Dhobighat, Manakamana Marg",[ 1 ],Senior Level,Not Disclosed,More than 8 years,https://merojob.com/senior-software-architect-senior-developer-tech-lead/,"Design
     and architect scalable, resilient microservices-based applications
     using Node.js and TypeScript
Establish
     architectural patterns, coding standards, and best practices for
     the engineering team
Create
     and maintain Infrastructure as Code (IaC) using Terraform
     for consistent environment provisioning
Develop
     and optimize CI/CD pipelines to ensure reliable, automated
     deployments
Conduct
     code reviews and provide technical mentorship to team
     members
Collaborate
     with product managers to translate business requirements into technical
     specifications
Identify
     and mitigate technical debt and architectural risks
Stay
     current with industry trends and emerging technologies to
     continuously improve our tech stack"
Delivery Boy,Zenith Surgical and Services,Kathmandu,[ 2 ],Entry Level,"NRs. 15,000 - 20,000 Monthly",More than or equal to 1 year,https://merojob.com/delivery-boy-88/,"Pick out goods from store and deliver them to various locations ensuring timely and safe delivery of packages.Installation or help in installation of furniture, machine and equipment.Load and unload of goods.Help in counting of stock.Follow up of payments, receive them, deposit in bank and handover of receipts and deposit vouchers to accounts on timely manner.Help in internal tasks of office.Tasks related to custom clearance, receive and handover goods and documents from transport Company, airport and custom office properly.Develop and maintain good relation with customers/vendors.Renew of blue book of office vehicles, tax payment and utilities payment.Bank related tasks like LC, TT, RTGS, collecting bank statements, etc as assigned.Maintain accurate records of deliveries in registerReport issues or concerns to the supervisor/ CEO immediatelyIf required, should be on call duty even in holidays and off days.Other tasks assigned by proprietor/CEO."
Front Desk Officer,Zenith Surgical and Services,Kathmandu,[ 1 ],Entry Level,"NRs. 20,000 - 28,000 Monthly",More than or equal to 1 year,https://merojob.com/front-desk-officer-1320/,"Generate attendance report monthly immediately after the Nepali month ends (learn to use attendance app properly)Maintain vehicle register (note down KM reading daily, note petrol details, schedule for servicing and note details of servicing, schedule for renewal of blue book and insurance on time, check vehicle and bill book regularly)Maintain entry and dispatch system well (Darta / Chalani register)Maintain sales and purchase registerMaintain staff files with all required documents and update the file when requiredLearn about the products we deal and get updatedCheck emails regularly and respond or inform CEOHandle tasks like printing, photocopy and scanDeal with the guests visiting office properly, if required request them to wait in the reception area, ask them for water or tea and make them feel comfortableAnswer phone calls properly and make phone calls properly when requiredWrite applications on behalf of office as per the requirement, fill up bank forms.Check tenders, check for hospital standing list and do proper filingHandle inquires properly. If possible respond the queries or update sales representative or CEO immediatelyPrepare quotationsReceive office deliveries including documents, parcels and file them properly or handover to respective departmentManage schedules of meetings, programs and functionsRefill office supplies including items of stationary, housekeeping, kitchen on timeDo proper documentation and filing, maintain registers, do proper indexing and maintain log books of all files, registers and documentsAssist in stock count as requiredProper communication among staff and CEOMaintain reception area and showroom and guide cleaner for the same when requiredIf required, should be on call duty even in holidays and off daysOther tasks assigned by CEO"
Office Assistant,A Cargo Company,"Kumari Marg, Tripureswor",[ 1 ],Entry Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/office-assistant-596/,"Manage and organize office files, documents, and records.Assist in scheduling and coordinating meetings, appointments, and events.Handle incoming calls, emails, and inquiries, and redirect them as necessary.Prepare and edit documents, reports, and presentations.Maintain a clean and organized office space.Monitor and order office supplies as needed.Coordinate with vendors for office maintenance and repairs.Input, update, and maintain accurate data in databases and spreadsheets.Ensure the confidentiality and security of sensitive information.Communicate effectively with team members and external contacts.Draft and proofread correspondence.Greet and assist visitors, clients, and employees.Manage the front desk, including handling incoming and outgoing mail.Proficiently use office software (e.g., Microsoft Office Suite) and other relevant tools.Assist in troubleshooting basic technical issues or escalate them to the IT department.Set up and clean up meeting rooms.Arrange for catering and other logistical requirements for meetings and events."
Manager,Pen Education And Visa Consultant,"Kathmandu, Nepal",[ 1 ],Mid Level,"NRs. 40,000 - 60,000 Monthly",More than 3 years,https://merojob.com/manager-558/,"Oversee the day-to-day operations of the consultancy, ensuring efficiency and effectiveness.Develop and implement business strategies to enhance client satisfaction and company growth.Supervise and guide the team, ensuring high-quality service delivery.Manage client relations, provide consultation, and address their concerns professionally.Maintain relationships with partner institutions and universities.Ensure compliance with regulatory requirements and company policies.Monitor financial performance, prepare reports, and assist in budget planning.Coordinate marketing and promotional activities to attract potential clients."
Documentation Officer,Pen Education And Visa Consultant,"Kathmandu, Nepal",[ 1 ],Mid Level,"NRs. 25,000 Monthly",More than 1 year,https://merojob.com/documentation-officer-369/,"Manage and maintain all official documents, records, and reports.Ensure timely preparation, verification, and submission of required documents.Maintain an organized filing system (both digital and physical).Assist in preparing contracts, agreements, and compliance-related paperwork.Coordinate with internal and external stakeholders to process documentation efficiently.Ensure all documents are accurate, updated, and meet company and regulatory standards."
