Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Admin Assistant,Hot Stone,Kathmandu District,1,Mid Level,Nrs. (upto 3ok) Monthly,Not mentioned,https://www.kumarijob.com/hot-stone/59690-admin-assistant,"Answer and direct phone calls, screen and forward incoming inquiries.
Manage and schedule appointments, meetings, and conferences.
Prepare and organize meeting rooms, documents, and presentations.
Maintain office files, databases, and records (digital and physical).
Perform office tasks such as photocopying, printing, scanning, and faxing documents.
Manage office supplies inventory, ordering replacements as necessary.
Draft, proofread, and send emails, letters, and memos.
Assist with travel arrangements, itineraries, and accommodations for team members.
Coordinate events, meetings, and team activities.
Maintain and organize the office space for a productive environment.
Support accounting or finance teams with administrative tasks (e.g., invoicing, budgeting).
Assist HR with employee onboarding, documentation, and other admin duties.
Other duties as required to support the team"
Accounts Trainee,A Reputed Company (ARC),"Tinkune, Kathmandu District",1,Entry Level,30K-40K Monthly,Fresher,https://www.kumarijob.com/a-reputed-company-1/59715-accounts-trainee,"Identity dealers which require recovery letter to be served based on information received from sales management team.
Prepare recovery letters and forward to signing authorities for signature.
Prepare Letters to issue to Land Revenue Offices & keep records.
Forward signed copy of recovery notice to reception for forward delivery to dealers and keep records.
Keep records of delivery of notice/ returned notice/ undelivered notice.
Identity and prepare records of 2nd stage communication for recovery or initiation of legal process."
Sales & Marketing,Hubeirongyi,"Koshi, Madhesh, Bagmati, Gandaki, Lumbini, Karnali & Sudurpaschim",20,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",Not mentioned,https://www.kumarijob.com/hubeirongyi/59738-sales-marketing,"Identify and visit retailers, wholesalers, hospitals, clinics, and schools to pitch products.
Build and maintain client relationships to generate repeat business.
Negotiate pricing, close deals, and ensure timely delivery coordination.
Achieve monthly and quarterly sales targets.
Collect feedback from clients and suggest improvements to the product or service
Strong communication & negotiation skills.
Willing to travel locally
Prior experience in FMCG, medical, toys, or furniture products is a plus.
Basic understanding of sales reporting and CRM is preferred
Good understanding of product branding and positioning"
Area Sales Manager (ASM/SM),Nepal MegaSoft Trading Pvt. Ltd.,"Kathmandu Valley and Bagmati Province, Koshi Province, Gandaki Province, Lumbini Province, Kathmandu, Kathmandu District",5,Senior Level,Nrs.  Monthly,3 + years,https://www.kumarijob.com/nepal-megasoft-trading-pvt-ltd/59743-area-sales-manager-asmsm,"Develop and execute market entry and expansion strategies for assigned regions.
Strengthen product coverage and ensure increased market penetration."
Advocate,Hot Stone,"Kathmandu, Kathmandu District",1,Senior Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",Not mentioned,https://www.kumarijob.com/hot-stone/59442-advocate,Legal Representation:
IT Field Engineer,Classic Tech Pvt.Ltd,"Kathmandu, Biratnagar, Pokhara, Butwal, Chitwan, Kathmandu, Kathmandu District",10,Junior Level,Nrs. 15k-20k Monthly,Fresher,https://www.kumarijob.com/classictech-pvt-ltd/59457-it-field-engineer,"Must be able to resolve customer end issues.
Provide Quality Assured service within provided ETR.
Must be flexible to work in any required Shift or Work Days."
Regional Sales Manager,Fishtail Dairy Pvt Ltd,"Chitwan, Bharatpur, Chitwan District",1,Top Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",3 + years,https://www.kumarijob.com/fishtail-dairy-pvt-ltd/59415-regional-sales-manager,"Develop and implement sales strategies to achieve regional sales targets for dairy products.
Lead, mentor, and manage the regional sales team to enhance performance.
Identify new business opportunities and expand market reach within the dairy industry.
Build and maintain strong relationships with distributors, retailers, and key stakeholders.
Monitor and analyze market trends, consumer behavior, and competitor activities.
Collaborate with marketing teams to develop promotional campaigns and product positioning strategies.
Prepare and present sales reports, forecasts, and performance metrics to senior management."
Senior Officer -Business Development,Fintech International Pvt. Ltd,"Jwagal,Rio Marg, Lalitpur, Lalitpur District",1,Senior Level,Nrs. 40K-50K Monthly,4 + years,https://www.kumarijob.com/fintech-international-pvt-ltd/59417-senior-officer-business-development,"Identify and explore new business opportunities in digital fare payment systems, fintech solutions, and payment services.
Develop and execute strategic plans to increase market share and revenue.
Conduct market research to analyze trends, competition, and customer needs.
Identify potential clients, including transport operators, associations, vehicle owners, and public transport agencies."
Documentation Expert,Thakur International and Investment Pvt. Ltd.,"Chundevi Marg, Maharajgunj, Kathmandu, Nepal, Kathmandu, Kathmandu District",5,Top Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/thakur-international-and-investment-pvt-ltd/59595-documentation-expert,"Drafting project proposals for government, international agencies, and private sector clients.
Ensuring compliance with funding guidelines and donor requirements.
Conducting research to support proposal narratives and budgets."
Accountant,Mangaldeep Multi Business Pvt. Ltd.,"Bagbazar, Kathmandu",1,Mid Level,"Nrs. 25K-30K Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/mangaldeep-multi-business-pvt-ltd/59599-accountant,"Manage day-to-day accounting operations including bookkeeping, ledger maintenance, and reconciliations.
Prepare financial statements, monthly reports, and budget forecasts.
Handle accounts payable and receivable, tax filings (VAT, TDS), and bank reconciliations.
Monitor financial transactions and reports to ensure accuracy and compliance.
Assist in internal and external audits.
Maintain documentation and filing systems for financial records.
Coordinate with other departments for budget planning and expense control.
Use accounting software (e.g., Tally, Swastik, or others as required)."
Marketing Manager,Alpha Education Consultancy,"Kathmandu, Kathmandu, Kathmandu District",2,Senior Level,Nrs. 25K-30K Monthly,2 + years,https://www.kumarijob.com/alpha-education-consultancy-1/59625-marketing-manager,"Assist in the planning, execution, and monitoring of marketing campaigns across multiple channels, including digital, social media, email, and print."
Sales and Marketing Officer (Female),Appharu Pvt Ltd,"Thapagau Baneshor, Kathmandu, Kathmandu District",15,Senior Level,Nrs. 15k-20k Monthly,Fresher,https://www.kumarijob.com/appharu-pvt-ltd/59635-sales-and-marketing-officer-female,"Social Media Marketing: Utilize Facebook, Instagram, and WhatsApp for product promotion and engaging potential customers.
Data Entry and Research: Collect and analyze data to troubleshoot customer issues and identify improvement areas.
Customer Relationship Management: Respond promptly and professionally to customer inquiries and concerns.
Complaint Resolution: Address and resolve customer complaints to ensure satisfaction.
Database Management: Maintain accurate customer interaction records.
Status Reporting: Prepare reports on customer service issues and recommendations."
Counselor For (Mahendranagar Branch),Harbour International Education,"Mahendranagar, Kanchanpur District",1,Junior Level,Nrs. 20k-25k Monthly,1 + year,https://www.kumarijob.com/harbour-international-education/59592-counselor-for-mahendranagar-branch,"At least (N3-Level) passed (Recommended)
Possess excellent written and spoken Japanese
Possess highly interactive and interpersonal skills
Have a positive attitude and high level of commitment to work
Good knowledge of computer
Should have a presentable personality
Advising and Assisting students in preparing required documents.
Communicating with education providers/ representatives via email, phone, etc.
Visa processing for students and dependents.
Provide education counselling to the students for their further studies for different country.
Researching and keeping updated on admission rules and country-specific overseas students' admission regulations.
Provide guidance and advice to students and families on the best study abroad programs.
Maintain up-to-date knowledge of the international education system."
Public Relation Officer,Prabhu Steel and Hydro Investment Company Ltd.,"Tinkune, Kathmandu",Few,Mid Level,(Negotiable),2 + years,https://www.kumarijob.com/pabhu-steel-and-hydro-investment-compant-ltd/59677-public-relation-officer,"Establish and maintain relationships with Investors and stakeholders.
induce investors to invest in our upcoming projects
Drive sales and achieve targets through various channels.
Conduct awareness programs regarding upcoming project/ongoing projects to new investors/stakeholders.
Ensure timely resolution of investors and stakeholders queries."
Reservation Officer,Fishtail Tours & Travels Pvt. Ltd.,"Baluwatar, Kathmandu, Kathmandu District",1,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/fishtail-tours-travels-pvt-ltd/59597-reservation-officer,"Register all the requirement once reservation request sent by sales person
Call service supplier and book the requirement
Send RR / Email to supplier and get confirmed and receive confirmation
File confirmation on the sales file / record on the system
Register all the details on the register book
Write the reservation details on the file and sign
Prepare daily and monthly reservation report and submit to MD office."
Counsellor,Harbour International Education,"Putalisadak, Kathmandu, Kathmandu District",1,Junior Level,"Nrs. 20k-25k Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/harbour-international-education/59406-counsellor,"Advising and Assisting students in preparing required documents.
Communicating with education providers/ representatives via email, phone, etc.
Visa processing for students and dependents.
Provide education counselling to the students for their further studies for different country.
Researching and keeping updated on admission rules and country-specific overseas students' admission regulations.
Provide guidance and advice to students and families on the best study abroad programs.
Maintain up-to-date knowledge of the international education system.
Prepare and deliver presentations about study abroad programs.
Develops and implements strategies to increase sales and drive company growth
Identifies and establishes strategic partnerships to expand business reach
Carrying out client satisfaction surveys and reviews"
Content Creator/ Video Presenter,Business Studio,"Kathmandu, Kathmandu, Kathmandu District",1,Junior Level,Nrs. 20k-25k Monthly,1 + year,https://www.kumarijob.com/business-studio/59544-content-creator-video-presenter,"Content Creation: Develop and create original video content for a variety of platforms including YouTube, Instagram, TikTok, Facebook, and more. Topics may range from educational, entertainment, promotional, or product-related content.
On-Camera Presence: Present content on camera, engaging with the audience and maintaining a positive and professional demeanor. Ensure a clear and confident delivery while staying on message.
Scriptwriting and Storytelling: Write and prepare scripts or talking points for video presentations, ensuring content is informative, engaging, and aligned with brand messaging.
Video Production: Plan, shoot, and edit high-quality videos using professional or consumer-level equipment (camera, lighting, audio gear). Work with a team to assist with lighting, sound, and video composition.
Social Media Engagement: Actively engage with your audience on social media platforms by responding to comments, sharing behind-the-scenes content, and promoting new video releases.
Content Strategy: Collaborate with the marketing or content team to develop content strategies that align with the brand’s goals and target audience.
Trend Awareness: Stay updated on the latest trends in video content, social media, and digital marketing to ensure the content remains relevant and fresh.
Brand Representation: Represent the company or brand in a positive and professional manner both on and off camera. Maintain a consistent tone and style in all content to reflect the brand's voice.
Collaboration: Work closely with other team members, including video editors, graphic designers, and marketing specialists, to enhance the quality and effectiveness of content."
Lab Technician,Fishtail Dairy Pvt Ltd,"Jagati  Bhaktapur, Bhaktapur, Bhaktapur District",1,Junior Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/fishtail-dairy-pvt-ltd/59703-lab-technician,"Conduct routine tests on raw milk, in-process samples, and finished products
Ensure compliance with hygiene and safety standards in all lab procedures
Maintain accurate records of laboratory results and findings
Operate and calibrate lab instruments and equipment
Report deviations or inconsistencies to the Quality Control Manager
Assist in troubleshooting quality issues and implementing corrective actions
Monitor environmental conditions in production areas (e.g., temperature, humidity)"
Accountant,Namaste Automobiles,"Bagdol, Lalitpur, Lalitpur District",1,Mid Level,"Nrs. 25K-30K Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/namaste-automobiles/59708-accountant,"Manage day-to-day accounting operations including bookkeeping, ledger maintenance, and reconciliations.
Prepare financial statements, monthly reports, and budget forecasts.
Handle accounts payable and receivable, tax filings (VAT, TDS), and bank reconciliations.
Monitor financial transactions and reports to ensure accuracy and compliance.
Assist in internal and external audits.
Maintain documentation and filing systems for financial records.
Coordinate with other departments for budget planning and expense control.
Use accounting software (e.g., Tally, Swastik, or others as required)."
Nepali Teacher (Primary/Middle School),LRI School,"Kathmandu, Kathmandu District",2,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/learning-realm-international-lri-school/59410-nepali-teacher-primarymiddle-school,"Develop and deliver engaging Nepali language lessons that cater to the developmental needs of young learners.
Teach foundational language skills such as reading, writing, listening, and speaking in Nepali.
Use interactive teaching methods, games, songs, and visual aids to make learning fun and effective.
Foster basic grammar understanding, vocabulary expansion, and sentence construction."
Pharmacist/ Assistant Pharmacist,PharmaLife Pvt. Ltd.,Lalitpur,10,Junior Level,"Nrs. 25K-30K Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/pharmalife/59455-pharmacist-assistant-pharmacist,"Dispensing Medications: Ensure accurate dispensing of prescription and over-the-counter medicines, verifying correctness, dosage, and potential drug interactions.
 Patient Counseling: Educate patients on proper medication usage, dosage, potential side effects, and necessary lifestyle changes.
 Medication Review: Identify and prevent medication errors, including harmful drug interactions or incorrect dosages.
 Ensuring Safe Medication Use: Monitor the safety and effectiveness of prescribed medications for patients.
Collaboration: Work closely with doctors and nurses to provide optimal patient care."
Business Development Officer,Krish Home Studios Pvt. Ltd.,"Sanobharyang, Kathmandu",1,Mid Level,"Nrs. 30K-40K Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/krish-home-studios/59129-business-development-officer,"Identify and develop new business opportunities through market research and networking.
Build and maintain strong relationships with clients and stakeholders.
Develop and implement sales strategies to achieve business targets.
Prepare and present proposals, reports, and business plans.
Collaborate with internal teams to ensure smooth business operations.
Represent the company in meetings, conferences, and industry events.
Maintain confidentiality and act with integrity in all business dealings."
Ticketing Officer / Outbound Tour Officer,Desire Nepal Treks Travels and Tours Pvt Ltd,"Thamel, Kathmandu, Kathmandu District",4,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/desire-nepal-treks-travels-and-tours-pvt-ltd/59133-ticketing-officer-outbound-tour-officer,"Preparing travel itineraries, package costing, and proposals. Also, design and create new tour packages as per the customer’s needs.
Providing quotes of travel related services to individual and corporate clients as well as follow up with them.
Responding to customer inquiries by phone, email, and social media, as well as assisting them in booking their vacation package.
To follow up on customer inquiries, make outbound calls to them.
Identifying the customer's need, establishing an immediate rapport, and providing advice to meet their needs.
Correspondence, negotiation and liaison with suppliers to obtain necessary information required for a travel holiday package.
To maximize the opportunities, up-sell and cross-sell additional travel products and services.
To be able to process VISA of clients of different countries.
Handle bookings for hotels, transportation and sites of excursion, also become responsible for tour operation.
Collect information from tours leader after leading tours to find out good feedback for the service improvement
Make research to find out more attractive tourism destination or sites
To demonstrate a total commitment to customer service and to ensure that every customer has a holiday that exceeds their expectations.
To create and sell fixed-departure or individually-designed tailor made tours for customers.
To maximize revenue and profit, every genuine single query must be converted to a sale."
Chief Operating Officer,Academy of Culinary Arts and Hospitality Management,"Lagankhel, Lalitpur",1,Top Level,(Negotiable),10 + years,https://www.kumarijob.com/academy-of-culinary-arts-and-hospitality-management/59378-chief-operating-officer,"Develop and implement operational strategies to support institutional goals. 
Oversee day-to-day administrative and academic operations. 
Optimize resource allocation and process efficiency. 
Collaborate with leadership on long-term planning and innovation. 
Ensure compliance with regulatory and quality standards."
Personal Assistant,INS PVT LTD,India,1,Junior Level,Nrs. 25K-30K Monthly,Not mentioned,https://www.kumarijob.com/ins-pvt-ltd/59380-personal-assistant,"Looking for a Personal Assistant to Director.
Position Based in India.
Should be able to Travel.
Good communication skills.
Well Presentable.
Food and Accommodation Provided.
Willing to Relocate"
Computer Teacher (Seconadary Level),LRI School,"Kathmandu, Kathmandu District",6,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/learning-realm-international-lri-school/59407-computer-teacher-seconadary-level,"Plan and deliver engaging music lessons that incorporate music theory, history, and practical exercises.
Encourage students to perform in school events and concerts.
Organize and lead music-related performances and showcase"
Talent Acquisition Trainee,A Reputed Company (ARC),Kathmandu District,1,Entry Level,Nrs. 25K-30K Monthly,Fresher,https://www.kumarijob.com/a-reputed-company-1/59412-talent-acquisition-trainee,"Assist in sourcing and screening applications to identify potential candidates for various roles.
Conduct initial phone screenings or interviews to assess candidates’ qualifications and fit.
Schedule interviews between candidates and hiring managers, ensuring smooth communication and timely follow ups.
Post job openings on various job boards, company websites, and social media platforms.
Provide support in onboarding new hires by updating the information in the tracker file, scheduling orientations ensuring a smooth transition."
Jr. Account Assistant,Aakash Tech Pvt. Ltd.,"Kalopul, Way to Maligaun, Kathmandu District",1,Entry Level,Not mentioned,6 months,https://www.kumarijob.com/aakash-tech-pvt-ltd/59418-jr-account-assistant,"Record necessary data on office applications for verification.
Monitor validity of transactions according to the rules and regulations of the company.
Input financial transactions into the accounting software accurately.
Record accounting books and registers regularly.
Assist in reconciling accounts payable and receivable transactions.
Assist in reconciling bank statements with general ledger entries.
Identify and resolve discrepancies in a timely manner.
Assist in preparing journal entries and adjusting entries as needed.
Handle petty cash and ensure its adequacy and availability for operational needs.
Issue sales invoices and prepare cheques and payment slips as directed.
Follow up on outstanding receivables and update payment status.
Visit banks for withdraw, deposit, statement collection, and other banking activities.
Visit customers for bill delivery and cash or cheque collection.
Visit vendors for bill collection and payment delivery.
Assist in preparing month-end financial reports.
Assist in analyzing budget vs. actual performance.
Assist in analyzing financial data and preparing variance analysis reports.
Compile and organize financial documents for internal and external audits."
Account Officer,Classic Tech Pvt.Ltd,"New Baneshwor, Kathmandu, Kathmandu District",3,Mid Level,Nrs. 25K-30K Monthly,3 + years,https://www.kumarijob.com/classictech-pvt-ltd/59456-account-officer,"Document financial transactions by analyzing documents and raising vouchers along the knowledge of taxation systems.
Preparation of Vouchers and entry into the system while complying with government policy by studying existing and new legislation.
Enforcing adherence to requirements, and advising management on needed actions.
Handle general account queries, check invoices for inaccuracies and budgeting, Finance Planning, Handling Tax matters, and annual budget preparation.
Prepares special financial reports by collecting, analyzing, and summarizing account information and trends.
Contact clients about invoices that are past due while maintaining records of business costs, such as labor & material.
Payable Management and Scheduling."
B. Sc Nurse / Staff Nurse,Karuna Hospital,"Budhanilkantha, Kathmandu District",10,Senior Level,Nrs. 20k-25k Monthly,1 + year,https://www.kumarijob.com/karuna-hospital/59460-b-sc-nurse-staff-nurse,"Provide bedside care and assist patients with daily living activities.
Manage patient admissions, discharges, and transfers.
Monitor patient recovery and report concerns to physicians."
Accountant,Kohinoor Investment & Securities Pvt. Ltd.,"Hattisar, Kathmandu, Kathmandu District",1,Junior Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/kohinoor-investment-securities-pvt-ltd/59542-accountant,"Should have basic idea about Vat, Tax, Tally and Billing Procedure
Prepare management report purchase, sales, cash flow as required by the management.
Maintaining the cash and bank book for preparing daily cash reports
Ensure day to day activites related to account. 
Preparing, checking and verification of all kinds of vouchers
Maintaining and verification of sales, purchase & cash flow
Preparing the monthly report for submitting to management
Preparing the balance sheet, income statements and cash flow statements on monthly basis
Candidates studying ACCA will be given priority.
Daily bank reconciliation and NEPSE reconciliation"
Visa Officer,Skyline Travel and Tours Pvt Ltd,"Dhobidhara,Putalisadak (Milan Sadan Building 4th floor ) - near chiya ghar, Kathmandu, Kathmandu District, Kathmandu, Kathmandu District",2,Mid Level,Nrs. (Negotiable) Monthly,2 + years,https://www.kumarijob.com/skyline-travel-and-tours-pvt-ltd/59468-visa-officer,"Process visa applications for various countries, ensuring accuracy and completeness.
Review and verify client documents as per embassy requirements.
Provide guidance to clients on visa requirements, processing times, and interview preparation.
Coordinate with embassies, consulates, and visa application centers.
Track application statuses and update clients accordingly.
Maintain accurate records of visa applications and approvals.
Stay updated on immigration laws and policy changes.
Handle queries from clients and provide professional customer service.
Assist with other administrative and travel-related tasks as required."
ECA (Extra-Curricular Activities) Teachers,Eden Bridge Academy,"Dhapasi, Budhanilkantha, Kathmandu District",1,Junior Level,"Nrs. 25K-30K Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/eden-bridge-academy/59489-eca-extra-curricular-activities-teachers,"Games and Sports
Art and craft
Football
Basketball
Music"
Sales Officer,A Reputed Multinational Company,Kathmandu District,2,Junior Level,Nrs. 25K-30K Monthly,2 + years,https://www.kumarijob.com/a-reputed-multinational-company/59524-sales-officer,"Achieve monthly and quarterly sales targets set for the assigned region.
Identify new business opportunities and expand the customer base."
IT Intern,Thakur International and Investment Pvt. Ltd.,"Chundevi Marg, Chundevi, Maharajgunj, Kathmandu-4, Nepal, Kathmandu, Kathmandu District",5,Junior Level,Nrs.  Monthly,Fresher,https://www.kumarijob.com/thakur-international-and-investment-pvt-ltd/59528-it-intern,"Respond to emails and phone calls.
Schedule meetings.
Manage a contact list.
Prepare customer spreadsheets and keep online records.
Organize managers’ calendars.
Perform market research.
Create presentations as assigned.
Address employee’s administrative queries.
Provide customer service as the first point of contact."
WordPress Intern,Thakur International and Investment Pvt. Ltd.,"Chundevi Marg, Maharajgunj, Kathmandu-04, Kathmandu, Kathmandu District",3,Junior Level,Nrs.  Monthly,Fresher,https://www.kumarijob.com/thakur-international-and-investment-pvt-ltd/59526-wordpress-intern,"Assist in designing, developing, and maintaining WordPress websites.
Customize themes and plugins to enhance website functionality.
Optimize website speed, performance, and security.
Troubleshoot and resolve website issues.
Work with content creators to publish and format posts/pages.
Conduct website testing and debugging.
Learn and implement SEO best practices for WordPress.
Basic knowledge of WordPress, themes, and plugins.
Familiarity with HTML, CSS, and JavaScript (PHP knowledge is a plus).
Understanding of website performance optimization.
Ability to troubleshoot and resolve technical issues.
Eagerness to learn and work in a team environment.
Strong attention to detail and problem-solving skills."
Regional Sales Manager,Fishtail Dairy Pvt Ltd,"Chitwan, Bharatpur, Chitwan District",1,Top Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",3 + years,https://www.kumarijob.com/fishtail-dairy-pvt-ltd/59415-regional-sales-manager,"Develop and implement sales strategies to achieve regional sales targets for dairy products.
Lead, mentor, and manage the regional sales team to enhance performance.
Identify new business opportunities and expand market reach within the dairy industry.
Build and maintain strong relationships with distributors, retailers, and key stakeholders.
Monitor and analyze market trends, consumer behavior, and competitor activities.
Collaborate with marketing teams to develop promotional campaigns and product positioning strategies.
Prepare and present sales reports, forecasts, and performance metrics to senior management."
Senior Event Manager,Academy of Culinary Arts and Hospitality Management,"Lagankhel, Lalitpur",1,Senior Level,(Negotiable),4 + years,https://www.kumarijob.com/academy-of-culinary-arts-and-hospitality-management/59377-senior-event-manager,"Plan, organize, and execute corporate, academic, and promotional events. 
Manage event logistics, budgeting, and coordination with vendors. 
Develop event marketing strategies and seek sponsorship opportunities. 
Ensure compliance with safety regulations and institutional policies. 
Evaluate event success and implement improvements based on feedback."
Communication & Telemarketing Executive,Skyline Travel and Tours Pvt Ltd,"Dhobidhara,Putalisadak (Milan Sadan Building 4th floor ) - near chiya ghar, Kathmandu, Kathmandu District",3,Mid Level,Nrs. (Negotiable) Monthly,2 + years,https://www.kumarijob.com/skyline-travel-and-tours-pvt-ltd/59371-communication-telemarketing-executive,"Conduct outbound calls to promote travel services and offers.
Handle inbound customer inquiries and provide travel-related information.
Follow up with potential clients to convert leads into bookings.
Maintain strong communication with customers to enhance satisfaction.
Assist in advertising and promotional campaigns over the phone.
Keep accurate records of customer interactions and sales conversions."
Sales Executive (Domestic & International),Kalash Services Pvt. Ltd,"Lalitpur/Kathmandu/Bhaktapur, Kathmandu, Kathmandu District",50,Mid Level,Nrs. 20k-25k Monthly,1 + year,https://www.kumarijob.com/kalash-services-pvt-ltd/59632-sales-executive-domestic-international,"Identify and qualify potential clients through various channels such as cold calling, referrals, online research, and networking."
IELTS/PTE Instructor,Success Education Consultancy,Damak and Itahari,2,Mid Level,Not mentioned,1 + year,https://www.kumarijob.com/sucess-education-consultancy/59746-ieltspte-instructor,"Conduct IELTS and/or PTE classes (online or onsite) for students.
Prepare and deliver engaging lesson plans tailored to individual student needs.
Assess students’ progress regularly and provide constructive feedback.
Conduct mock tests and help students improve in all four modules: Listening, Reading, Writing, and Speaking.
Maintain records of student performance and attendance.
Develop and update curriculum, materials, and resources as per latest exam patterns.
Support students with exam registration and counseling when required.
Participate in internal meetings, workshops, and training sessions."
Digital Marketing Officer,Oometo Partners,"Kathmandu, Kathmandu District",2,Junior Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/oometo-partners/59642-digital-marketing-officer,"Digital Strategy Development: Assist in creating and executing digital marketing strategies to support brand growth and engagement.
Content Creation: Collaborate with the content team to develop engaging content for websites, social media, and email campaigns.
Social Media Management: Manage and monitor social media accounts, creating posts, and interacting with followers.
SEO & SEM: Assist in optimizing website content for SEO and managing paid search campaigns (Google Ads, etc.).
Email Marketing: Design and execute email marketing campaigns and manage email lists.
Analytics & Reporting: Monitor and analyze performance data across various digital platforms and prepare reports to share insights with the team.
Market Research: Stay updated with the latest digital marketing trends and competitor activities to recommend improvements.
Collaboration: Work closely with other marketing teams and departments to ensure digital strategies align with overall business objectives."
Accountant,Kohinoor Investment & Securities Pvt. Ltd.,"Hattisar, Kathmandu, Kathmandu District",1,Junior Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/kohinoor-investment-securities-pvt-ltd/59542-accountant,"Should have basic idea about Vat, Tax, Tally and Billing Procedure
Prepare management report purchase, sales, cash flow as required by the management.
Maintaining the cash and bank book for preparing daily cash reports
Ensure day to day activites related to account. 
Preparing, checking and verification of all kinds of vouchers
Maintaining and verification of sales, purchase & cash flow
Preparing the monthly report for submitting to management
Preparing the balance sheet, income statements and cash flow statements on monthly basis
Candidates studying ACCA will be given priority.
Daily bank reconciliation and NEPSE reconciliation"
Japanese Instructor,Dream Destiny Education Foundation,"Kathmandu, Kathmandu District",1,Mid Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",5 + years,https://www.kumarijob.com/dream-destiny-education-foundation/59541-japanese-instructor,"Provide comprehensive lessons in Japanese language and culture, catering to students of various proficiency levels.
Conduct engaging classroom activities that encourage participation and promote language acquisition.
Assess student progress and provide constructive feedback to help them improve."
Senior Event Manager,Academy of Culinary Arts and Hospitality Management,"Lagankhel, Lalitpur",1,Senior Level,(Negotiable),4 + years,https://www.kumarijob.com/academy-of-culinary-arts-and-hospitality-management/59377-senior-event-manager,"Plan, organize, and execute corporate, academic, and promotional events. 
Manage event logistics, budgeting, and coordination with vendors. 
Develop event marketing strategies and seek sponsorship opportunities. 
Ensure compliance with safety regulations and institutional policies. 
Evaluate event success and implement improvements based on feedback."
Videographer,Business Studio,"Kathmandu, Kathmandu, Kathmandu District",1,Mid Level,Nrs. 25K-30K Monthly,1 + year,https://www.kumarijob.com/business-studio/59543-videographer,"Video Production: Film, capture, and produce high-quality video content for various projects, including commercials, promotional videos, interviews, and event documentation.
Pre-production Planning: Collaborate with the creative team to brainstorm concepts, plan shots, and organize logistics for video shoots.
Camera Operation: Operate professional camera equipment, including cameras, lenses, tripods, and gimbals, ensuring high-quality shots and proper framing.
Lighting and Sound: Set up and operate lighting and sound equipment to achieve optimal video quality, ensuring proper exposure and audio clarity.
Video Editing: Edit raw footage using industry-standard software (e.g., Adobe Premiere Pro, Final Cut Pro) to produce polished, professional video content. Add effects, music, and graphics as needed.
Post-production: Review and finalize video edits, ensuring color correction, sound mixing, and overall video quality meets the client’s or company’s standards.
Equipment Management: Maintain and care for video production equipment, ensuring it is in good working condition and properly stored.
Collaboration: Work closely with other team members, such as directors, producers, content creators, and marketing teams, to understand project requirements and deliver on expectations.
Content Distribution: Format and export video content for various platforms, ensuring the final product is optimized for web, social media, and broadcast standards."
